review/appearance,beer/style,review/palate,review/taste,beer/name,review/timeUnix,beer/ABV,beer/beerId,beer/brewerId,review/timeStruct,review/overall,review/text,user/profileName,review/aroma,user/gender,user/birthdayRaw,user/birthdayUnix,user/ageInSeconds
2.5,Low Alcohol Beer,2.0,3.0,Pabst Non-Alcoholic,1275152648,0.5,8589,447,"{'isdst': 0, 'mday': 29, 'hour': 17, 'min': 4, 'sec': 8, 'mon': 5, 'year': 2010, 'yday': 149, 'wday': 5}",2.5,"Non-Alcoholic (N-A or NA) beer in a CAN!?! The CANQuest never envisioned such a turn of events and yet, here we go!		Right off the bat, this one really got my panties in a twist! I cracked the CAN and beer began to foam and spray everywhere. Grrr. I JUST took the sixer out of the cooler of my local, just steps out my back door. Neither I nor my neighbor, the owner, shook the friggin' thing, so what's the report, boys, what's the report? 		After things (and I) calmed down, my pour generated a finger of rocky, bone-white head that held in and even created some lacing as it slowly fell. Color was a pale lemon-yellow with NE-quality clarity. Nose had an adjunct lager sweetness, kind of malty, but with odd notes accompanying the basic smell. No metallic odors, however, for you CAN scoffers. Mouthfeel was thin, not watery, but nowhere medium. The taste was utterly innocuous. I was reminded of the time that I reviewed Michelob Ultra, it was equally tasteless. The finish had a mild sweetness that was reminiscent of an AmeriCAN Adjunct Lager, just more watered down. I am not wasting cooler space on NA beer, but this was not bad, just kind of bland.",woodychandler,2.0,Male,"Feb 25, 1965",-152985600.0,1571321047.0
3.5,Low Alcohol Beer,3.5,3.5,Pabst Non-Alcoholic,1253253386,0.5,8589,447,"{'isdst': 0, 'mday': 18, 'hour': 5, 'min': 56, 'sec': 26, 'mon': 9, 'year': 2009, 'yday': 261, 'wday': 4}",4.0,"No way if there were ever an oxymoron, it's gotta be Pabst N.A. Those green cans stand so proud at 2.99 a six I had to do it. Pours a fizzy yellow with a nice bright white head, so far just like every other American Light lager out there. Aroma is full of cooked veggies and a nice sweet cereal note. Even a mild herbal hop grassiness in the very far background. Clean crisp malt and cooked veggie sweetness going on with a semi dry hop twang in the finishing keeping it really balanced, a bit watery but there's not much alcohol only a 1/2 percent by volume. I will have to get an O'Doul's amber and regular to compare because this is the best non alcoholic brew I have ever tried including the Heineken and Guinness versions. Drinkability is solid refreshing and fulfills the beer cravings after exercising or mowing the grass. Not an option I would go for regularly but one that I definitely enjoy for what it is.",WVbeergeek,3.5,,,,
3.0,Low Alcohol Beer,2.5,3.0,Pabst Non-Alcoholic,1190515861,0.5,8589,447,"{'isdst': 0, 'mday': 23, 'hour': 2, 'min': 51, 'sec': 1, 'mon': 9, 'year': 2007, 'yday': 266, 'wday': 6}",3.5,"Spending some time with non-drinkers, though they do enjoy a non-alcoholic brew now and then. (And I thought I had left the tea-totalling behind me.) Bottom line: Surprisingly drinkable. Nice head retention (OK, so it lasted longer than I expected it to anyway); but I was seriously impressed with the fact that it tasted like beer. Some NAs taste like corn water or hops soda. This was a nice, beer-flavored departure. Rather colorless yellow, a bit of hops in the nose and a smooth, if a bit watery flavor. Very faint hops bitterness in the aftertaste, but that's all. No metallic taste, no weird veggie flavors, and... well, I guess when you start rating a beer by what it is NOT, it's time to stop. Easily my favorite domestic (e.g., macro) NA.",tugdriver7,3.5,Male,,,
4.0,Low Alcohol Beer,4.0,4.0,Pabst Non-Alcoholic,1170964309,0.5,8589,447,"{'isdst': 0, 'mday': 8, 'hour': 19, 'min': 51, 'sec': 49, 'mon': 2, 'year': 2007, 'yday': 39, 'wday': 3}",4.5,"The best non-alcoholic beer, domestic or international, smooth, effervescent, non-cloying, non-sweet, pair with meat or pizza if you have to go back to work afterward (the best alcoholic is Guiness Stout out of the tap in Dublin). But: extremely hard to find as distribution is spotty. You have to go to http://www.pabst.com/mainpage.html, select a state to find distributors, phone to find if they distribute n/a or just pabst, ask which stores might carry product, then phone store to ask them to stock it.		P.S. This beer is available all year round.",zanybooks,4.0,,,,
2.5,Low Alcohol Beer,2.0,2.5,Pabst Non-Alcoholic,1144509428,0.5,8589,447,"{'isdst': 0, 'mday': 8, 'hour': 15, 'min': 17, 'sec': 8, 'mon': 4, 'year': 2006, 'yday': 98, 'wday': 5}",2.5,"Poured a clear, very light yellow with a fair amount of effervescence and a surprisingly good white head. Aroma was adjunct-y but with a bit of hop presence, which you don't usually get in this style. Smelled like beer. Not good beer, but beer. Body was quite thin but the flavor was not bad at all. Tasted quite similar to a light American lager. Could have used a bit more flavor and body, but I have to say it wasn't bad. I dinged it a bit on the mouthfeel but its drinkability was decent.		A nice--if underpowered--N/A beer.",shererjt,2.5,Male,"Jan 10, 1971",32342400.0,1385993047.0
4.0,Low Alcohol Beer,4.0,4.0,Pabst Non-Alcoholic,1138907128,0.5,8589,447,"{'isdst': 0, 'mday': 2, 'hour': 19, 'min': 5, 'sec': 28, 'mon': 2, 'year': 2006, 'yday': 33, 'wday': 3}",4.5,"Clear light yellow with a decent white head, good active carbonation, and some lace. Light adjunct and lightly fruity aroma and flavor. A bit less of an all corn character than O'Douls. Light-medium bodied and suprisingly smooth for a Pabst and an N/A.		Could very well be my second favorite N/A so far...		Per can: 58 cal., 12.1 g carb, 0.4g prot, 0 fat.		($4.49 / 6-pack)",RBorsato,4.0,,,,
2.5,Low Alcohol Beer,2.5,2.5,Pabst Non-Alcoholic,1105250634,0.5,8589,447,"{'isdst': 0, 'mday': 9, 'hour': 6, 'min': 3, 'sec': 54, 'mon': 1, 'year': 2005, 'yday': 9, 'wday': 6}",2.5,"Continuing my quest for the great NA for no apparent reason, I tried a six of this. It was better than the cheapest, but lower than OM NA which is my current favorite NA, but this beer is a marginal second.		Light in appearence, smell is a little stale. Mouth is thin and taste? There is a lot of corn flavor, not as sweet as OM and is okay. 		Drinkability is below average, but when all is said and done, this is a little less tasty than OM but will do when OM is not available, just like the Busch NA.",Ricochet,2.5,,,,
1.5,Low Alcohol Beer,1.0,1.5,Pabst Non-Alcoholic,1084844288,0.5,8589,447,"{'isdst': 0, 'mday': 18, 'hour': 1, 'min': 38, 'sec': 8, 'mon': 5, 'year': 2004, 'yday': 139, 'wday': 1}",2.0,"Pours a clear pale yellow.		Smell is corny, basically Cornflakes in water smell, not bad smelling, just doesn't smell like beer.		Taste is sweet Cornflake flavor, not offensive just weird.		Mouthfeel is thin really thin.		Drinkability? This is basically ""Cornflake cola"" if you like that sort of thing then this is for you.",Zorro,1.5,,,,
2.5,Low Alcohol Beer,1.5,1.5,Pabst Non-Alcoholic,1058756828,0.5,8589,447,"{'isdst': 0, 'mday': 21, 'hour': 3, 'min': 7, 'sec': 8, 'mon': 7, 'year': 2003, 'yday': 202, 'wday': 0}",1.5,"Wow! this is the least flavorful beer i have EVER tasted. It blows my mind, man. Serously, it is like a mild tonic water. The nose is also not to be found. A little clinging lace, yes, i am as suprised as you. It looks like a beer. that is as far as i can take it. I am giving it 1.5's across the board (besides appearance) only because it is not offensive, there are no ""flavor crystals"" floating around in it, It is yellow,not brown like sewer. It is serously just wonder bread, but with just the crust, nothing inside. Beware!",elmocoso,1.5,Male,,,
1.5,Low Alcohol Beer,1.5,2.0,Pabst Non-Alcoholic,1053950962,0.5,8589,447,"{'isdst': 0, 'mday': 26, 'hour': 12, 'min': 9, 'sec': 22, 'mon': 5, 'year': 2003, 'yday': 146, 'wday': 0}",2.0,"Available from the tub so why not give it a shot? Here's why: thin, light, watery body. No real head on top of the palest of yellow body. No lacing. The nose is largely non-existent and gives off adjunct sense. Virtually no taste - sweetened corn water.",AtLagerHeads,2.0,,,,
1.5,Low Alcohol Beer,2.0,2.0,Pabst Non-Alcoholic,1045398151,0.5,8589,447,"{'isdst': 0, 'mday': 16, 'hour': 12, 'min': 22, 'sec': 31, 'mon': 2, 'year': 2003, 'yday': 47, 'wday': 6}",2.0,"Pours weak, almost no head. Taste is smooth, yet very weak and watered down. Finish is sweet and dry. A very flavorless brew. Very little hoppiness or malt. Mostly it tastes like grass and corn. I didn't care for this and don't recomment it. I think next time I want a N/A brew I'll try O'douls.",Rifrafboy,1.5,,,,
3.5,Low Alcohol Beer,3.0,3.0,Old Style L.A.,1024985069,2.6,1730,447,"{'isdst': 0, 'mday': 25, 'hour': 6, 'min': 4, 'sec': 29, 'mon': 6, 'year': 2002, 'yday': 176, 'wday': 1}",3.0,"Ive had this NA for years, before BA. I never gave it much thought.I rated it average beause thats what it is in color and taiste.I found it a OK mid-week beverage thats cheep!",chilidog,3.0,,,,
2.5,Low Alcohol Beer,1.0,1.0,Nevskoye Kronwerk,1151692796,0.5,31430,1369,"{'isdst': 0, 'mday': 30, 'hour': 18, 'min': 39, 'sec': 56, 'mon': 6, 'year': 2006, 'yday': 181, 'wday': 4}",1.0,"Pale anemic liquid pertending to be a beer. No, I'm not against low-alcohol and n/a beverages, I just want them tasty and refreshing. This one is no Clausthaler - it's bland, tasteless and depressing.		If there's any smell it's 100 per cent artificial, synthetic. Taste is very faint and unpleasant ('what have they put in my water?'). No start, no finish, no body and actually no mouthfeel.		Believe me, I have no slightest intention to slam this beer. More than this, I respect Vena brewery producing it. I only beg to avoid Kronwerk - there's hundreds of good brews around!",ernie,1.0,,,,
3.0,Low Alcohol Beer,3.0,4.0,Coors Non-Alcoholic,1315353535,0.5,8588,306,"{'isdst': 0, 'mday': 6, 'hour': 23, 'min': 58, 'sec': 55, 'mon': 9, 'year': 2011, 'yday': 249, 'wday': 1}",4.0,"The smell is faint breadiness, grains, and a tad bit of some kind of hop aroma. 		The taste is slightly more bitter and full than the other non-alcoholic beers. But it mainly tastes of slightly toasted barely malt and some bitterness, but I cannot tell if it's a bitterness from the hops. 		The mouthfeel is super light and watery. 		It's ultimately refreshing, crisp and dry. 		I wish it had more alcohol and increased amount of ingredients for a fuller flavor. 		I would suggest trying this first if you must drink a low-alcohol beer.",JoLight,4.0,,,,
3.5,Low Alcohol Beer,3.5,3.0,Coors Non-Alcoholic,1311612407,0.5,8588,306,"{'isdst': 0, 'mday': 25, 'hour': 16, 'min': 46, 'sec': 47, 'mon': 7, 'year': 2011, 'yday': 206, 'wday': 0}",3.0,"A: The pour on this one is a clear golden color with a somewhat short-lived white head.		S: Smells pretty much like any other standard light, American lager. Somewhat sweet with a bit of grain and corn to it, perhaps some corn husks. Though light, there is a fairly surprising amount of hop note to it.		T: The flavor is pretty much the same. It's pretty light and watery, though. A mild sweetness of grain and corn and a definite grain/corn husk note to it as well. Though there was a bit of hop on the nose, not so much on the palate.		M: Very light in body with a rather high level of carbonation.		O: I guess this is unoffensive and easy to drink, but I don't necessarily understand why you would waste the calories on something that basically tastes like flavored water.",womencantsail,3.0,,,,
2.5,Low Alcohol Beer,2.0,1.0,Coors Non-Alcoholic,1276015500,0.5,8588,306,"{'isdst': 0, 'mday': 8, 'hour': 16, 'min': 45, 'sec': 0, 'mon': 6, 'year': 2010, 'yday': 159, 'wday': 1}",1.5,"Poured from 12oz bottle into 23oz Mets pilsner glass.		Appearance: Very pale, translucent straw color with a small white head that dissipates quickly and leaves a pretty heavy lace.		Smell: Smells like sweet corn and some grains.		Taste: Tastes sweet and sugary throughout, with almost no aftertaste. Tastes like slightly sweetened seltzer water.		Mouthfeel: Thin and watery, with strong carbonation up-front and a refreshing finish.		Drinkability: This beer wasn't good at all- the first low alcohol beer I've had and it's an experience I won't be rushing to have again anytime soon.",Mosstrooper,1.5,,,,
2.0,Low Alcohol Beer,2.0,2.0,Coors Non-Alcoholic,1275163833,0.5,8588,306,"{'isdst': 0, 'mday': 29, 'hour': 20, 'min': 10, 'sec': 33, 'mon': 5, 'year': 2010, 'yday': 149, 'wday': 5}",1.0,"I CANnot believe what the CANQuest has resulted in this time! CAN you?		From the CAN: ""In 1973, Adolph Coors founded his brewery in Golden, Colorado, and established the quality standards for brewing Coors products. Coors Non-Alcoholic brew is proof that the founder's standards are still alive today. We only use the finest ingredients to make this non-alcoholic brew.""		Upon being cracked open, the beer poured without incident, creating a finger of rocky, bone-white head with low retention. Color was a pale lemon-yellow with NE-quality clarity. A previous reviewer mentioned a sweet smell like creamed corn and I will see your creamed corn and raise you silage! It smelled like fermented corn cobs stored in a silo for later feed for farm animals. How in the flying monkey do you create something like this?!? Ooof. Mouthfeel was thin and watery with a barely detectable sweetness on the tongue. It was like drinking fizzy sugar water. The finish left me with nothing. I glanced at the glass to ensure that I actually had taken a drink. This was just a whole buncha nuthin! No way is this going into any cooler that I own. Next!",woodychandler,1.0,Male,"Feb 25, 1965",-152985600.0,1571321047.0
1.5,Low Alcohol Beer,1.5,1.0,Coors Non-Alcoholic,1273203208,0.5,8588,306,"{'isdst': 0, 'mday': 7, 'hour': 3, 'min': 33, 'sec': 28, 'mon': 5, 'year': 2010, 'yday': 127, 'wday': 4}",1.0,"I can't believe i'm about to do this. Ok. 	2003 vintage poured into a snifter. Jusk kidding.		Pours paler than pale yellow. The head lasted about 15 seconds longer than I thought it would, which was a total of about 15 seconds.		The aroma is pretty foul. It makes me thing of scrambled eggs and corn. Smells sour in a bad way. I'm afraid to taste it.		The taste is sweet like cream corn and it's watery in my mouth. Makes me frown when I taste it.		This is blasphemy to all things brewed. I got a few swigs in and had to pour it. Horrible by any standards.",brownbeer,1.5,,,,
1.5,Low Alcohol Beer,1.5,1.0,Coors Non-Alcoholic,1267824802,0.5,8588,306,"{'isdst': 0, 'mday': 5, 'hour': 21, 'min': 33, 'sec': 22, 'mon': 3, 'year': 2010, 'yday': 64, 'wday': 4}",1.0,"12oz bottle		A- Poured into a pint glass. Pours a pale golden yellow color with a fizzy white head.		S- The very faint grainy aroma is very subdued. Very faint grains and maybe a touch of hops, not much else.		T- The taste mirrors the aroma with faint grainy malt and a pretty clean dry finish with a hint of hops. Leaves a wierd sulfury sweet aftertaste. Not good at all, I'm struggling to get through the entire bottle.		M- The mouthfeel is light bodied with a high amount of carbonation.		D- Overall, compared to other low alcohol beers, I would put this one near the bottom. Wouldn't recommend it.",cjgator3,1.5,Male,,,
2.0,Low Alcohol Beer,2.0,2.0,Coors Non-Alcoholic,1262330246,0.5,8588,306,"{'isdst': 0, 'mday': 1, 'hour': 7, 'min': 17, 'sec': 26, 'mon': 1, 'year': 2010, 'yday': 1, 'wday': 4}",2.0,"Again, the only reason I drink this is because there is no real beer allowed on deployment to Iraq. While I rate this beer higher than Becks NA, I still would drink the Becks over this any day. The beer is lager-ish in color, malty aroma as well as it posesses a maltier profile than other NA beers. No real hop flavor or aroma to speak of. Gagging sweeness of unfermented wort. This makes a horrible soda, but I suppose if one wanted the illusion of drinking without the intended benefits (ie: intoxication), this ""beer"" would do the job.",youradhere,1.0,,,,
2.0,Low Alcohol Beer,2.0,2.0,Coors Non-Alcoholic,1260843879,0.5,8588,306,"{'isdst': 0, 'mday': 15, 'hour': 2, 'min': 24, 'sec': 39, 'mon': 12, 'year': 2009, 'yday': 349, 'wday': 1}",2.0,"Plain looking yellow lager..small white head. Doughy slight aromas..kinda neutral really. Taste is also sort of neutral..some doughiness, slight hint of what could be a hop!! Highly carbonated, dry finish on the palate. Overall not great even or a non-alcoholic brew. ODouls is much better.",Reidrover,2.0,,,,
3.0,Low Alcohol Beer,4.0,4.0,Coors Non-Alcoholic,1243289886,0.5,8588,306,"{'isdst': 0, 'mday': 25, 'hour': 22, 'min': 18, 'sec': 6, 'mon': 5, 'year': 2009, 'yday': 145, 'wday': 0}",4.5,If you put this beer in a blind taste test I would be very surprised if someone were pick it out from other American Beers. It has a nice head when poured out of the 12 ounce bottle has a nice mouth feel and taste just like a normal beer. I recommend it if you feel like drinking but don't want to chance driving or getting a hangover,garak99,3.0,Male,"Oct 29, 1952",-541958400.0,1960293848.0
3.5,Low Alcohol Beer,3.0,3.0,Coors Non-Alcoholic,1237827810,0.5,8588,306,"{'isdst': 0, 'mday': 23, 'hour': 17, 'min': 3, 'sec': 30, 'mon': 3, 'year': 2009, 'yday': 82, 'wday': 0}",3.0,Pours a golden color with a one-finger head into my pint glass. Seems the usual here.		Aroma is sweet and bready with a hint of ginger ale in the nose (no seriously).		Taste reminds me of a loaf of baked bread. Not many other flavors. Straightforward.		Mouthfeel is full of lingering breadiness and a bit of sweetness. Not much else.		This is actually tolerable for a low alcohol beer. It's not the greatest but it doesn't have any awful flavors or aftertaste.,Brad007,3.0,,,,
2.5,Low Alcohol Beer,1.5,2.0,Coors Non-Alcoholic,1233687136,0.5,8588,306,"{'isdst': 0, 'mday': 3, 'hour': 18, 'min': 52, 'sec': 16, 'mon': 2, 'year': 2009, 'yday': 34, 'wday': 1}",2.0,"Can at the Coors brewery tour. You can't get one more 'fresher' than this :)		Poured a medium yellow color with a smaller sized white head. Like it's non-alcohol brother, tastes and aromas of grain and corn. I wrote down 'Nasty'. I mean if Coors is your bag and you are worried about calories, this one is definitely for you...		Notes from: 12/12/06",hopdog,2.0,Male,,,
3.5,Low Alcohol Beer,3.0,2.5,Coors Non-Alcoholic,1225480074,0.5,8588,306,"{'isdst': 0, 'mday': 31, 'hour': 19, 'min': 7, 'sec': 54, 'mon': 10, 'year': 2008, 'yday': 305, 'wday': 4}",3.0,"A: Clear, bright golden yellow. Pours a one finger fluffy white head that dissipated quickly. No lacing. 		S: Cooked vegetable aroma. Light hop bitterness; not very appealing. 		T: Much better (and beer-like) than smell. Slightly sweet. 		M: Surprising medium body. Smooth, no aftertaste, enough carbonation to cleanse. 		D: Not sure I'd want to drink a lot, but probably couild.",Haybeerman,1.5,,,,
1.5,Low Alcohol Beer,2.0,2.0,Coors Non-Alcoholic,1221784524,0.5,8588,306,"{'isdst': 0, 'mday': 19, 'hour': 0, 'min': 35, 'sec': 24, 'mon': 9, 'year': 2008, 'yday': 263, 'wday': 4}",2.0,i dont recommend this. It tastes blah. It isnt alccohol it just is completely a wrek. If i were you i would put some coke or juice in it too spice it up. I hate the appearence I hate the smell The taste is bare average the mouthfeel is not ipressing. The drinkability is average overall the beer is a no go.,myles1991,1.0,,,,
2.0,Low Alcohol Beer,2.0,1.5,Coors Non-Alcoholic,1208112137,0.5,8588,306,"{'isdst': 0, 'mday': 13, 'hour': 18, 'min': 42, 'sec': 17, 'mon': 4, 'year': 2008, 'yday': 104, 'wday': 6}",3.5,"12 ounce bottle, best by November 23 2009, served in a Sam Adams pint glass at refrigerator temperature.		A: The label says ""Malt beverage with caramel color"" OK... It pours a clear yellow body. I guess that's the caramel part. A huge 1-1/2"" fizzy head nearly overflowed the glass, and dropped quickly to a thin head with lots of fat bubbles.		S: Barely any detectable smell at first. Some cereal grains come in after a few long sniffs, then hint of malt, but not much else. 		T: Light in flavor, as expected. Cereal grains and light malts. Maybe it'd pair well with Corn Flakes.		M: Medium-light bodied, with soda pop carbonation fizz. It's actually got more body than most of their mainstream brews. Interesting.		D: I guess if you can't drink anything with more than half a percent of alcohol in it, it's tolerable to some degree. I grabbed a sixer out of curiosity to see if it was anything that would be worthwhile.",Marcus6679,1.5,,,,
2.5,Low Alcohol Beer,1.5,2.0,Coors Non-Alcoholic,1205332195,0.5,8588,306,"{'isdst': 0, 'mday': 12, 'hour': 14, 'min': 29, 'sec': 55, 'mon': 3, 'year': 2008, 'yday': 72, 'wday': 2}",2.0,"This ended up in my refrigerator somehow and finally found a way to get rid of it without pouring it down the sink...challenged some teens to (NA) beer pong.	Appearance - pale, with thin ring of a white bubbly head in glass	Smell - like a dirty old bar rag	Taste - taste was not unusual for Coors or for a NA beer, but it just doesn't come close to matching my palate	Mouthfeel - had to choke this one down quick or risk uncontrollably spitting it out	Drinkability - it wasn't that bad, but not close to being a regular purchase...honestly, even the teens chose to play with sour pickle juice instead of this NA beer",SaltyLime,2.5,,,,
1.0,Low Alcohol Beer,2.0,1.0,Coors Non-Alcoholic,1203658539,0.5,8588,306,"{'isdst': 0, 'mday': 22, 'hour': 5, 'min': 35, 'sec': 39, 'mon': 2, 'year': 2008, 'yday': 53, 'wday': 4}",1.0,"Hmm... looks halfway decent. smells like gooey band aid. tastes like kaliber, the only other NA beer i've had. I guess you could get used to the flavor if you really want to pretend to drink beer. Pretty unappealing from the standpoint of somebody that wants a normal tasting beer though.",JDV,1.5,,,,
3.0,Low Alcohol Beer,3.0,3.0,Coors Non-Alcoholic,1200844530,0.5,8588,306,"{'isdst': 0, 'mday': 20, 'hour': 15, 'min': 55, 'sec': 30, 'mon': 1, 'year': 2008, 'yday': 20, 'wday': 6}",3.0,"Pours straw yellolw with a white head that pops and fizzles down to a patch.		The smell is of grain and corn husk. Nothing notable, but nothing ""off"". The taste is the same - some grainy malt, some corn husk, a touch of non-descript balancing hops. Very filtered - typical. Pretty watery and fizzy, but not overly so for a macro NA. No bad aftertaste, in fact no aftertaste at all. 	Overall, this is your average macro NA.",jwc215,3.0,Male,"Feb 15, 1972",66988800.0,1351346647.0
4.5,Low Alcohol Beer,5.0,5.0,Coors Non-Alcoholic,1194633882,0.5,8588,306,"{'isdst': 0, 'mday': 9, 'hour': 18, 'min': 44, 'sec': 42, 'mon': 11, 'year': 2007, 'yday': 313, 'wday': 4}",5.0,"The only problem with Coors Light Non-alcohol is that I have trouble finding it....only found it in one store in SC and never in a restaraunt. It's simply fabulous. Of course, the restaraunt world seems to want O'Douls or Sharp's....both of which taste green.	Buckler's Fan who wants to make the switch!",ncshots,5.0,,,,
3.0,Low Alcohol Beer,2.5,2.5,Coors Non-Alcoholic,1188966195,0.5,8588,306,"{'isdst': 0, 'mday': 5, 'hour': 4, 'min': 23, 'sec': 15, 'mon': 9, 'year': 2007, 'yday': 248, 'wday': 2}",3.5,"After my doc said I couldn't drink any alcohol for a month until they ruled out some blood-test effect (turned out to be non-related), I wanted to find something to fill in for my lighter-hue beer summer. This was the only NA beer that I could find that I didn't recall having tried in some distant past moment of despair. I sure wish I could have found the Paulaner or many other good ones around here!		Not bad for quenching an urge for a beer, but sort of like drinking acceptable decaf when you really want a nice bold strong cup of real coffee.		I've only had it from the bottle, didn't feel like getting the stein dirty so I can't really comment much on the appearance, other than that it's a standard medium-light US lager in appearance.		S= a bit grainy with a sort of sweet cereal scent. Actually, I was glad to discover that the taste was more acceptable.		T= bubbly carbonation but not annoying (like most US maxi-beers are); reminded me of the cereal-grain malt beverage Postum (frequently used by health-groups or some religious sects as an alternative to coffee), but then some mild hops seemed to appear in the taste and the balance became a little more beer-lover acceptable. I didn't say I loved it-- I said it eventually became acceptable. A nice almost-beer-like belch with some hops-taste was enough to console me.		M= nothiing really offsetting, just a very slightly sour-ness but not as bad as some really annoying-tasting beers.		D= if you're into NA beer for a while, it's worth the try, given the price, and you could probably drink all night with this stuff, although do remember that it is not ""alcohol-free,"" it still has about 1/2% ABV.",therica,2.5,Male,,,
2.0,Low Alcohol Beer,1.5,2.0,Coors Non-Alcoholic,1188756173,0.5,8588,306,"{'isdst': 0, 'mday': 2, 'hour': 18, 'min': 2, 'sec': 53, 'mon': 9, 'year': 2007, 'yday': 245, 'wday': 6}",1.5,"Pours with a medium sized head, lacing is quite exceptional for an NA...very pale gold colour...smell is of corn....odd taste, but what throws me is that it is quite watery, even for a reduced alcohol brew...very bland...quite a disappointing beer. Its just not worth the time or effort to buy or even open the bottle.",Rootdog316,1.5,,,,
3.0,Low Alcohol Beer,3.0,3.0,Coors Non-Alcoholic,1176676030,0.5,8588,306,"{'isdst': 0, 'mday': 15, 'hour': 22, 'min': 27, 'sec': 10, 'mon': 4, 'year': 2007, 'yday': 105, 'wday': 6}",3.0,"Coors NA pours a crsytal-clear, deep-gold body beneath a short head of creamy white foam that holds fairly well and leaves some spotty rings of lace about the glass. It smells like a standard American lager with a bit of sweetish cereal-like malt and some mild hops. In the mouth it's crisp and medium-light bodied. The flavor is slightly malty sweet and cerealish at first, but it quickly shifts as the hops step in and the flavor becomes more floral and spicy. In fact, it's so well done that I'd imagine that if you had more than one of these you might forget it was low alcohol. A low-key bitterness balances it, and it finishes fairly short and dry, although some sticky, cereal-like malt does linger. Regardless, it's one of the better NA's out there!",NeroFiddled,3.0,,,,
1.5,Low Alcohol Beer,2.0,2.0,Coors Non-Alcoholic,1173243107,0.5,8588,306,"{'isdst': 0, 'mday': 7, 'hour': 4, 'min': 51, 'sec': 47, 'mon': 3, 'year': 2007, 'yday': 66, 'wday': 2}",1.5,"This is the second of three subjects in the High-Low Invitation. Bud Ice Light is out of the way, and in come a new kind of beer I will try tonight: Non-Alcoholic Beer. Labeled as a ""malt beverage with natural flavors"". Sounds like something you'd see on a malternative. Anyway, on to the....um...beverage:		I regret this now, but I poured this beverage into a glass, and got a soda-like fizzy head with a scary body. Very clean smell, mainly because there's almost nothing to detect. The taste could use some better balance, but maybe that's the character of a NA (remember, this is my first NA brew). I could only get a weird syrup sweetness out of it. Whatever else is in there could be smoothed out. 		Bud Ice Light beats out Coors NA in this round, but must take on Olde English Malt Liquor to win the crown for the High-Low Invitation. Coming up next:",DoubleJ,1.5,,,,
3.0,Low Alcohol Beer,1.5,1.0,Coors Non-Alcoholic,1167863350,0.5,8588,306,"{'isdst': 0, 'mday': 3, 'hour': 22, 'min': 29, 'sec': 10, 'mon': 1, 'year': 2007, 'yday': 3, 'wday': 2}",2.0,"This is my first post here. Anyway, I just bought a 6 pack to taste since it's always fascinated me. Now that I bought it, I wouldn't recommend it. To me, it's like drinking cereal. It's the same colour as other beers, but lacking in everything else.",MrPsychic,2.0,,,,
2.0,Low Alcohol Beer,3.0,2.5,Coors Non-Alcoholic,1145811146,0.5,8588,306,"{'isdst': 0, 'mday': 23, 'hour': 16, 'min': 52, 'sec': 26, 'mon': 4, 'year': 2006, 'yday': 113, 'wday': 6}",3.0,This is an ok brew there are many other choices but heres what I think.		Appearance: Pours a golden yellow with a nice puffy white head. 		Smell: Not that bad of a smell somewhat of a veggie smell not much presence of hops.		Taste: Nice taste. A little sweet. Not bad for a N-A beer.		Mouthfeel: Good mouthfeel. Good finish with no aftertaste. 		Drinkability: Drinks easily		All in all I might see myself drinking this again if there were no other N-A choices around.,tman24789,2.0,,,,
3.0,Low Alcohol Beer,2.0,2.5,Coors Non-Alcoholic,1145759490,0.5,8588,306,"{'isdst': 0, 'mday': 23, 'hour': 2, 'min': 31, 'sec': 30, 'mon': 4, 'year': 2006, 'yday': 113, 'wday': 6}",3.0,"Poured a slightly straw-colored clear with a surprisingly nice white head. Nose was clean malt with a bit of huskiness. Lacked depth of character but no worse than your average macro. Flavor was about the same; sweet, and pretty typical of NA beers. Mouthfeel was pretty flat and lifeless--this is definitely the worst aspect of it. Still pretty quaffable, though.		An average NA beer. No more, no less.",shererjt,2.5,Male,"Jan 10, 1971",32342400.0,1385993047.0
3.0,Low Alcohol Beer,2.5,3.0,Coors Non-Alcoholic,1144617848,0.5,8588,306,"{'isdst': 0, 'mday': 9, 'hour': 21, 'min': 24, 'sec': 8, 'mon': 4, 'year': 2006, 'yday': 99, 'wday': 6}",3.0,"Poured a golden yellow color with nice white puffy head. Left nice lacing on the side of the glass as it fell. Smell is of a moderate sweetish mote that is not overly pleasant. Taste is malty, can't detect any hops. Finishes somewhat refreshing, but leaves a strange taste at the finish. OK, but not great.",tgbljb,2.5,Male,,,
2.0,Low Alcohol Beer,3.5,2.5,Coors Non-Alcoholic,1129826182,0.5,8588,306,"{'isdst': 0, 'mday': 20, 'hour': 16, 'min': 36, 'sec': 22, 'mon': 10, 'year': 2005, 'yday': 293, 'wday': 3}",3.0,"Beer without alcohol, amused without the heavy thing of the alcohol, similar to tourtel French, fragant scent to hops boiled and crushed, flavor to malt, clean, very soft; luminous yellow color, try with american and mexican food; serve in a pint glass, low fermentation; 80% recommended.",tesguino,2.5,Male,,,
