review/overall,user/gender,beer/style,user/ageInSeconds,beer/beerId,beer/ABV,beer/name
3.5,Male,Saison / Farmhouse Ale,1069855447.0,47541,5.0,Rye Saison
4.5,Male,Saison / Farmhouse Ale,1037455447.0,47541,5.0,Rye Saison
4.0,Male,American Pale Ale (APA),1037455447.0,25656,5.8,Pale Ale
2.5,Male,American Pale Ale (APA),1421157847.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),1024585447.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),1418565847.0,25656,5.8,Pale Ale
3.5,Male,American Pale Ale (APA),1319205848.0,25656,5.8,Pale Ale
3.5,Female,American Pale Ale (APA),908805847.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),793206247.0,25656,5.8,Pale Ale
3.0,Male,American Pale Ale (APA),3581417047.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),808844648.0,25656,5.8,Pale Ale
4.5,Male,American Pale Ale (APA),1878303847.0,25656,5.8,Pale Ale
4.5,Male,American Pale Ale (APA),1210950247.0,25656,5.8,Pale Ale
4.5,Male,American Pale Ale (APA),1161007447.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),1824818647.0,25656,5.8,Pale Ale
3.5,Male,American Pale Ale (APA),1077375847.0,25656,5.8,Pale Ale
4.5,Male,American Pale Ale (APA),1099231447.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),1405350247.0,25656,5.8,Pale Ale
4.5,Female,American Pale Ale (APA),1083164647.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),1234447447.0,25656,5.8,Pale Ale
3.5,Male,American Pale Ale (APA),1623855847.0,25656,5.8,Pale Ale
4.5,Male,American Pale Ale (APA),1301756647.0,25656,5.8,Pale Ale
2.5,Male,American Pale Ale (APA),1127397848.0,25656,5.8,Pale Ale
3.0,Female,American Pale Ale (APA),1025017447.0,25656,5.8,Pale Ale
4.0,Male,American Pale Ale (APA),957884647.0,25656,5.8,Pale Ale
3.0,Male,American Pale Ale (APA),993999847.0,25656,5.8,Pale Ale
2.5,Male,American Pale Ale (APA),1401980648.0,25656,5.8,Pale Ale
2.0,Male,American Pale Ale (APA),1120748647.0,25656,5.8,Pale Ale
3.5,Male,American Amber / Red Lager,1013958247.0,70009,4.5,Hap And Harry's Lynchburg Lager
4.0,Male,American Porter,991753447.0,21688,5.7,Sly Rye Porter
3.0,Male,American Porter,1700748247.0,21688,5.7,Sly Rye Porter
4.0,Female,American Porter,908805847.0,21688,5.7,Sly Rye Porter
4.5,Male,American Porter,1037455447.0,21688,5.7,Sly Rye Porter
3.5,Male,American Porter,1102601048.0,21688,5.7,Sly Rye Porter
4.0,Male,American Porter,2577621848.0,51483,9.0,Sue
3.5,Male,American Porter,815925847.0,51483,9.0,Sue
4.0,Male,American Porter,999439447.0,51483,9.0,Sue
3.5,Male,American Porter,808844648.0,51483,9.0,Sue
3.5,Male,American Porter,1238511847.0,51483,9.0,Sue
3.5,Male,American Porter,1215788647.0,51483,9.0,Sue
4.0,Male,American Porter,1210950247.0,51483,9.0,Sue
4.5,Male,American Porter,1037455447.0,51483,9.0,Sue
5.0,Male,American Porter,1216047847.0,51483,9.0,Sue
4.5,Male,American Porter,841935847.0,51483,9.0,Sue
4.0,Male,American Porter,851263447.0,51483,9.0,Sue
4.0,Female,American Porter,994691047.0,51483,9.0,Sue
4.5,Male,American Porter,956329447.0,51483,9.0,Sue
4.0,Male,American Porter,1125583447.0,51483,9.0,Sue
4.5,Male,American Porter,905090647.0,51483,9.0,Sue
4.0,Male,American Porter,1135173847.0,51483,9.0,Sue
5.0,Male,American Porter,1107525848.0,51483,9.0,Sue
4.0,Male,American Porter,1442585047.0,51483,9.0,Sue
4.0,Male,American Porter,1125669847.0,51483,9.0,Sue
4.0,Male,American Porter,896886247.0,51483,9.0,Sue
4.0,Male,American Porter,991753447.0,51483,9.0,Sue
3.0,Male,American Porter,1080572647.0,51483,9.0,Sue
4.0,Male,American Porter,1639145047.0,51483,9.0,Sue
4.0,Male,American Porter,793206247.0,51483,9.0,Sue
4.0,Male,American Brown Ale,1120748647.0,20893,3.5,Dos Perros
3.5,Male,American Brown Ale,1080572647.0,20893,3.5,Dos Perros
4.5,Male,American Brown Ale,1037455447.0,20893,3.5,Dos Perros
3.5,Male,American Brown Ale,1425308647.0,20893,3.5,Dos Perros
5.0,Male,American Brown Ale,1571321047.0,20893,3.5,Dos Perros
4.5,Male,American Brown Ale,1102601048.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,1013958247.0,20893,3.5,Dos Perros
2.5,Male,American Brown Ale,1206889447.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,925398247.0,20893,3.5,Dos Perros
4.5,Male,American Brown Ale,870447847.0,20893,3.5,Dos Perros
3.0,Male,American Brown Ale,991753447.0,20893,3.5,Dos Perros
3.5,Male,American Brown Ale,1151420647.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,808844648.0,20893,3.5,Dos Perros
3.5,Male,American Brown Ale,982681447.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,956329447.0,20893,3.5,Dos Perros
4.5,Male,American Brown Ale,877269847.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,1405350247.0,20893,3.5,Dos Perros
4.5,Male,American Brown Ale,1623855847.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,874850647.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,1099231447.0,20893,3.5,Dos Perros
3.0,Male,American Brown Ale,1127397848.0,20893,3.5,Dos Perros
3.5,Male,American Brown Ale,1187363047.0,20893,3.5,Dos Perros
4.0,Male,American Brown Ale,983718247.0,20893,3.5,Dos Perros
3.5,Male,American Brown Ale,1178031847.0,20893,3.5,Dos Perros
2.0,Male,Munich Dunkel Lager,1021475047.0,45116,4.7,Matso's Smokey Bishop
3.5,Male,Munich Dunkel Lager,797526247.0,45116,4.7,Matso's Smokey Bishop
2.0,Male,Fruit / Vegetable Beer,935157847.0,51721,4.5,Mango Beer
2.5,Male,Fruit / Vegetable Beer,1021475047.0,51721,4.5,Mango Beer
3.0,Male,Fruit / Vegetable Beer,797526247.0,51721,4.5,Mango Beer
3.0,Male,Herbed / Spiced Beer,1098453847.0,48047,4.7,Matso's Monsoonal Blonde
2.5,Male,Herbed / Spiced Beer,1021475047.0,48047,4.7,Matso's Monsoonal Blonde
3.0,Male,Herbed / Spiced Beer,797526247.0,48047,4.7,Matso's Monsoonal Blonde
4.0,Male,American Stout,1560438247.0,30181,5.9,Muddy Mississippi Oatmeal Stout
2.0,Male,Irish Red Ale,1048518247.0,30195,5.4,Old Brick Irish Amber Ale
4.0,Male,American Amber / Red Ale,1432220647.0,38468,5.5,Monk In The Trunk
3.0,Male,American Amber / Red Ale,1571321047.0,38468,5.5,Monk In The Trunk
3.5,Male,American Amber / Red Ale,876578647.0,38468,5.5,Monk In The Trunk
3.0,Male,American Amber / Red Ale,1186239847.0,38468,5.5,Monk In The Trunk
4.5,Male,American Amber / Red Ale,1431443047.0,38468,5.5,Monk In The Trunk
3.0,Male,American Amber / Red Ale,975506647.0,38468,5.5,Monk In The Trunk
3.0,Male,American Amber / Red Ale,1051628647.0,38468,5.5,Monk In The Trunk
4.5,Male,American Amber / Red Ale,905695447.0,38468,5.5,Monk In The Trunk
4.0,Male,American Amber / Red Ale,1129298647.0,38468,5.5,Monk In The Trunk
3.5,Male,American IPA,1482156247.0,64848,7.5,Li'l Napoleon
4.5,Male,Extra Special / Strong Bitter (ESB),1235833447.0,3816,5.2,Extra Special Bitter
4.0,Male,Extra Special / Strong Bitter (ESB),1197900247.0,3816,5.2,Extra Special Bitter
4.0,Male,Extra Special / Strong Bitter (ESB),1351346647.0,3816,5.2,Extra Special Bitter
4.0,Male,Extra Special / Strong Bitter (ESB),983718247.0,3816,5.2,Extra Special Bitter
4.0,Male,English Bitter,1204383847.0,33783,4.2,Foxy Lady
4.0,Male,English Stout,1204383847.0,21110,4.8,Oyster Stout
4.0,Male,English Bitter,1307459047.0,13241,3.6,Village Bitter
3.5,Male,Eisbock,1143817448.0,73357,13.0,Schorschbock Ice 13
3.0,Male,Eisbock,1200405847.0,55712,39.44,SchorschbrÃ¤u Schorschbock 40%
4.0,Male,American Pale Ale (APA),1124633047.0,1598,5.5,Old Slugger
3.5,Male,American Pale Ale (APA),1007733847.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1560438247.0,1598,5.5,Old Slugger
3.5,Male,American Pale Ale (APA),1863785047.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1288883047.0,1598,5.5,Old Slugger
3.5,Male,American Pale Ale (APA),1016982248.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1112022247.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1113663848.0,1598,5.5,Old Slugger
2.0,Male,American Pale Ale (APA),1351346647.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1225548247.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1024239847.0,1598,5.5,Old Slugger
2.5,Male,American Pale Ale (APA),1217343847.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1129903447.0,1598,5.5,Old Slugger
3.5,Male,American Pale Ale (APA),1129903447.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1324562647.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1544882647.0,1598,5.5,Old Slugger
4.0,Male,American Pale Ale (APA),1188309847.0,1598,5.5,Old Slugger
4.5,Male,English Stout,1042207447.0,178,4.6,Strike Out Stout
3.0,Male,English Stout,955983847.0,178,4.6,Strike Out Stout
3.5,Male,English Stout,1007733847.0,178,4.6,Strike Out Stout
4.5,Male,English Stout,1124633047.0,178,4.6,Strike Out Stout
3.5,Male,English Stout,1225548247.0,178,4.6,Strike Out Stout
4.0,Male,English Stout,1058540647.0,178,4.6,Strike Out Stout
3.5,Male,English Stout,1288883047.0,178,4.6,Strike Out Stout
4.0,Male,English Stout,1088521447.0,178,4.6,Strike Out Stout
3.5,Male,English Stout,1169301847.0,178,4.6,Strike Out Stout
3.5,Male,English Stout,1112022247.0,178,4.6,Strike Out Stout
4.0,Male,English Stout,905004248.0,178,4.6,Strike Out Stout
3.5,Male,English Stout,1076249047.0,178,4.6,Strike Out Stout
4.0,Male,English Stout,1217257447.0,178,4.6,Strike Out Stout
4.0,Male,English Stout,1158501848.0,178,4.6,Strike Out Stout
3.5,Male,English Stout,1233410647.0,178,4.6,Strike Out Stout
4.5,Male,English Stout,1129903447.0,178,4.6,Strike Out Stout
3.0,Male,English Stout,1274972647.0,178,4.6,Strike Out Stout
4.0,Male,English Stout,1217343847.0,178,4.6,Strike Out Stout
4.5,Male,English Stout,1324562647.0,178,4.6,Strike Out Stout
4.0,Male,English India Pale Ale (IPA),1324562647.0,1599,6.1,Back Yard India Pale Ale
4.0,Male,English India Pale Ale (IPA),1544882647.0,1599,6.1,Back Yard India Pale Ale
3.0,Male,English India Pale Ale (IPA),1007733847.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English India Pale Ale (IPA),1351346647.0,1599,6.1,Back Yard India Pale Ale
4.0,Male,English India Pale Ale (IPA),1042207447.0,1599,6.1,Back Yard India Pale Ale
4.0,Male,English India Pale Ale (IPA),1560438247.0,1599,6.1,Back Yard India Pale Ale
4.5,Male,English India Pale Ale (IPA),1124633047.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English India Pale Ale (IPA),1713884647.0,1599,6.1,Back Yard India Pale Ale
3.0,Male,English India Pale Ale (IPA),1700748247.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English India Pale Ale (IPA),1045494248.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English India Pale Ale (IPA),1288883047.0,1599,6.1,Back Yard India Pale Ale
4.0,Male,English India Pale Ale (IPA),1235833447.0,1599,6.1,Back Yard India Pale Ale
2.0,Male,English India Pale Ale (IPA),1481983447.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English India Pale Ale (IPA),1225548247.0,1599,6.1,Back Yard India Pale Ale
4.5,Male,English India Pale Ale (IPA),1129903447.0,1599,6.1,Back Yard India Pale Ale
4.0,Male,English India Pale Ale (IPA),1539353047.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English India Pale Ale (IPA),1303657447.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English India Pale Ale (IPA),1274972647.0,1599,6.1,Back Yard India Pale Ale
4.0,Male,English India Pale Ale (IPA),1203865447.0,1599,6.1,Back Yard India Pale Ale
3.5,Male,English Porter,1274972647.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1217343847.0,176,6.3,Benchwarmer Porter
4.5,Male,English Porter,1378562647.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1324562647.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1544882647.0,176,6.3,Benchwarmer Porter
3.0,Male,English Porter,1490454247.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1188309847.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1398697447.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,927212647.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,873299047.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1042207447.0,176,6.3,Benchwarmer Porter
3.5,Male,English Porter,1007733847.0,176,6.3,Benchwarmer Porter
3.5,Male,English Porter,1560438247.0,176,6.3,Benchwarmer Porter
4.5,Male,English Porter,1124633047.0,176,6.3,Benchwarmer Porter
3.0,Male,English Porter,1222869847.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1560438247.0,176,6.3,Benchwarmer Porter
3.0,Male,English Porter,1863785047.0,176,6.3,Benchwarmer Porter
2.5,Male,English Porter,1045494248.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1288883047.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1016982248.0,176,6.3,Benchwarmer Porter
3.5,Male,English Porter,1169301847.0,176,6.3,Benchwarmer Porter
4.5,Male,English Porter,1225548247.0,176,6.3,Benchwarmer Porter
3.5,Male,English Porter,1088521447.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1112022247.0,176,6.3,Benchwarmer Porter
3.5,Male,English Porter,1349100247.0,176,6.3,Benchwarmer Porter
3.5,Male,English Porter,1113663848.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1158501848.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,1024239847.0,176,6.3,Benchwarmer Porter
4.0,Male,English Porter,958316647.0,176,6.3,Benchwarmer Porter
4.0,Male,English Strong Ale,1324562647.0,1791,7.7,Pride Of Milford Special Ale
2.5,Male,English Strong Ale,1567692248.0,1791,7.7,Pride Of Milford Special Ale
3.0,Male,English Strong Ale,873299047.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,1124633047.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,1560438247.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,989075047.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,983113447.0,1791,7.7,Pride Of Milford Special Ale
3.5,Male,English Strong Ale,1007733847.0,1791,7.7,Pride Of Milford Special Ale
3.0,Male,English Strong Ale,1351346647.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,1042207447.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,1128866647.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,1288883047.0,1791,7.7,Pride Of Milford Special Ale
3.5,Male,English Strong Ale,1045494248.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,1112022247.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,905004248.0,1791,7.7,Pride Of Milford Special Ale
2.5,Male,English Strong Ale,1215961447.0,1791,7.7,Pride Of Milford Special Ale
3.5,Male,English Strong Ale,1217343847.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,English Strong Ale,1225548247.0,1791,7.7,Pride Of Milford Special Ale
4.5,Male,English Strong Ale,1442585047.0,1791,7.7,Pride Of Milford Special Ale
3.0,Male,English Strong Ale,1274972647.0,1791,7.7,Pride Of Milford Special Ale
4.5,Male,English Strong Ale,1129903447.0,1791,7.7,Pride Of Milford Special Ale
4.0,Male,American Blonde Ale,1560438247.0,175,4.3,Nine Man Ale Golden Ale
2.5,Male,American Blonde Ale,1007733847.0,175,4.3,Nine Man Ale Golden Ale
3.5,Male,American Blonde Ale,1560438247.0,175,4.3,Nine Man Ale Golden Ale
4.5,Male,American Blonde Ale,1124633047.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1124633047.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1713884647.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1288883047.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1016982248.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1235833447.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1225548247.0,175,4.3,Nine Man Ale Golden Ale
3.0,Male,American Blonde Ale,1045494248.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1076249047.0,175,4.3,Nine Man Ale Golden Ale
3.0,Male,American Blonde Ale,1158501848.0,175,4.3,Nine Man Ale Golden Ale
2.0,Male,American Blonde Ale,1129903447.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1274972647.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,American Blonde Ale,1017932648.0,175,4.3,Nine Man Ale Golden Ale
3.0,Male,American Blonde Ale,1539353047.0,175,4.3,Nine Man Ale Golden Ale
3.5,Male,American Blonde Ale,1324562647.0,175,4.3,Nine Man Ale Golden Ale
3.0,Male,American Blonde Ale,1188309847.0,175,4.3,Nine Man Ale Golden Ale
4.0,Male,MÃ¤rzen / Oktoberfest,1427641447.0,27488,5.8,Sternquell Weihnachtsbier
4.0,Male,Witbier,1335279847.0,47237,4.8,BrightSide Belgian White
5.0,Male,American Pale Ale (APA),953132647.0,47240,4.5,HOPtimal Munition APA
4.0,Male,American Porter,2366546647.0,48078,6.0,Black Sky Stout Porter
4.0,Male,American Porter,1335279847.0,48172,6.0,Black Dawn Coffee Porter
4.0,Male,Dubbel,1335279847.0,48112,7.0,Cardinal Direction Abbey Dubbel
3.5,Male,English Pale Mild Ale,956329447.0,69255,3.6,Red Tail Pale Ale
2.5,Male,English Brown Ale,1204383847.0,49571,8.0,Vieille Tour
3.5,Male,Witbier,1228831447.0,41130,6.0,La Goule
4.0,Male,English India Pale Ale (IPA),1137506648.0,46639,6.1,Friar Mike's IPA
4.5,Male,Irish Red Ale,1482415447.0,42273,6.5,Erik The Red
4.5,Male,American Stout,1482415447.0,42274,6.32,Java Stout
3.5,Male,American IPA,792252247.0,72392,7.0,Spaceman
1.5,Male,American Adjunct Lager,1331823847.0,1535,4.6,EMU Bitter
1.5,Male,American Adjunct Lager,1021475047.0,1536,4.8,Swan Draught
2.5,Male,American Adjunct Lager,1331823847.0,1536,4.8,Swan Draught
4.0,Male,English Stout,1331823847.0,20204,5.9,Swan Stout
5.0,Male,American IPA,1137506648.0,38766,8.0,Oak Aged Los Diablos Del Paso
4.0,Male,American Black Ale,1137506648.0,60224,8.1,Dark Star
4.0,Male,American IPA,1137506648.0,60225,6.2,Hop Logic
2.5,Male,German Pilsener,792252247.0,6441,4.9,Hartmann Edelpils
4.0,Male,Oatmeal Stout,1204383847.0,73769,4.6,Oatmeal Stout
3.5,Male,Dubbel,1080572647.0,65401,7.5,Mother Jones Trappist-style Dubbel
3.0,Male,Belgian IPA,1080572647.0,67405,7.0,Dynamite & Roses
3.5,Male,Belgian IPA,1056899047.0,71808,7.5,Angry Birds Belgian Rye IPA
4.0,Male,Belgian IPA,1263823447.0,71808,7.5,Angry Birds Belgian Rye IPA
4.0,Male,Belgian IPA,870447847.0,71808,7.5,Angry Birds Belgian Rye IPA
4.0,Male,Czech Pilsener,870447847.0,65458,5.8,Speakerswagon Pilsner
3.0,Male,Czech Pilsener,1080572647.0,65458,5.8,Speakerswagon Pilsner
4.0,Male,American Double / Imperial IPA,1301756647.0,66349,8.0,Agitator Double IPA
4.0,Male,American Pale Ale (APA),1080572647.0,67407,4.7,Ti Jean
4.0,Male,American Double / Imperial IPA,1080572647.0,67399,8.5,Anarchy
5.0,Male,American Double / Imperial IPA,1080572647.0,65403,7.0,Ombibulous Double IPA
4.0,Male,American Porter,1317045847.0,74360,6.0,Cease And Desist Smoked Porter
4.0,Male,American Double / Imperial IPA,1263823447.0,65528,10.0,Mathias Imperial IPA
4.5,Male,American Double / Imperial IPA,1063116247.0,65528,10.0,Mathias Imperial IPA
4.5,Male,American Double / Imperial IPA,1080572647.0,65528,10.0,Mathias Imperial IPA
4.0,Male,Belgian Pale Ale,1080572647.0,65400,4.5,Oscar's Pardon Belgian Pale Ale
3.0,Male,Tripel,1080572647.0,66848,10.0,Lucy Dry-Hopped Belgian Trippel
4.0,Male,American Double / Imperial IPA,1056899047.0,72822,8.0,Mathias Jr.
3.5,Male,American Double / Imperial Stout,1263823447.0,71802,12.5,Indignant Bourbon Imperial Stout
4.5,Male,American Double / Imperial Stout,870447847.0,71802,12.5,Indignant Bourbon Imperial Stout
4.0,Male,American Porter,1080572647.0,67236,6.6,Black Wobbly Robust Porter
4.0,Male,American IPA,1080572647.0,67398,6.8,Peace Frog
3.0,Male,Witbier,1080572647.0,67406,4.0,Devil In The Wit City
3.5,Male,American Double / Imperial IPA,1056899047.0,72354,8.0,Antipathy Double IPA
3.0,Male,American Porter,870447847.0,70439,6.5,Blacksox Porter
3.0,Male,Belgian IPA,870447847.0,70440,7.5,Back Of The Yards American Belgo IPA
4.5,Male,Saison / Farmhouse Ale,1301756647.0,66592,6.0,Beaubien Saison
4.0,Male,American IPA,870447847.0,71811,7.0,Barneyâs American IPA
4.5,Male,American Porter,1301756647.0,66593,6.8,Midnight Hour Robust Porter
4.5,Male,American Double / Imperial IPA,870447847.0,70437,8.0,A.R. Double IPA
3.5,Male,American Double / Imperial Stout,1036591447.0,68737,9.0,The Defender Double American Stout
4.0,Male,American Barleywine,1056899047.0,72823,12.5,Clare's Right Hook
4.5,Male,American IPA,1080572647.0,65402,6.0,First Chance American IPA
4.0,Male,American Double / Imperial IPA,1064066647.0,32508,8.0,LupÃ©
3.5,Male,American Double / Imperial IPA,1694268247.0,32508,8.0,LupÃ©
4.0,Male,American Double / Imperial IPA,977925847.0,32508,8.0,LupÃ©
4.0,Male,Fruit / Vegetable Beer,1270825447.0,2740,6.5,Forbidden Fruit
3.5,Male,Fruit / Vegetable Beer,1354802647.0,2740,6.5,Forbidden Fruit
3.5,Male,Fruit / Vegetable Beer,1072965847.0,2740,6.5,Forbidden Fruit
3.5,Male,Fruit / Vegetable Beer,1215788647.0,2740,6.5,Forbidden Fruit
3.5,Male,Fruit / Vegetable Beer,1112022247.0,2740,6.5,Forbidden Fruit
3.0,Male,Fruit / Vegetable Beer,1064066647.0,2740,6.5,Forbidden Fruit
2.0,Male,Fruit / Vegetable Beer,1325599447.0,2740,6.5,Forbidden Fruit
3.5,Male,American IPA,1284822247.0,2719,5.7,Bombay Grab IPA
4.0,Male,American IPA,1700748247.0,2719,5.7,Bombay Grab IPA
4.0,Male,American IPA,2111148248.0,2719,5.7,Bombay Grab IPA
4.0,Male,American IPA,1187363047.0,2719,5.7,Bombay Grab IPA
4.0,Male,American IPA,983718247.0,2719,5.7,Bombay Grab IPA
3.5,Male,American IPA,1215788647.0,2719,5.7,Bombay Grab IPA
4.5,Male,American IPA,1112022247.0,2719,5.7,Bombay Grab IPA
4.5,Male,American IPA,1064066647.0,2719,5.7,Bombay Grab IPA
3.5,Male,American Porter,1606399447.0,2718,5.9,Vermont Smoked Porter
4.0,Male,American Porter,1270825447.0,2718,5.9,Vermont Smoked Porter
4.5,Male,American Porter,983718247.0,2718,5.9,Vermont Smoked Porter
4.0,Male,American Porter,1112022247.0,2718,5.9,Vermont Smoked Porter
4.5,Male,American Porter,1064066647.0,2718,5.9,Vermont Smoked Porter
4.0,Male,Hefeweizen,1284822247.0,12928,6.4,Beetlejuice Hefeweizen
3.5,Male,Hefeweizen,1354802647.0,12928,6.4,Beetlejuice Hefeweizen
3.0,Male,Hefeweizen,1080572647.0,12928,6.4,Beetlejuice Hefeweizen
3.5,Male,Hefeweizen,1235833447.0,12928,6.4,Beetlejuice Hefeweizen
4.0,Male,Hefeweizen,1234274647.0,12928,6.4,Beetlejuice Hefeweizen
3.5,Male,Hefeweizen,1112022247.0,12928,6.4,Beetlejuice Hefeweizen
3.0,Male,Euro Dark Lager,1232805847.0,24722,5.5,Sedm KulÃ­ (13% SpeciÃ¡lnÃ­ Pivo PolotmavÃ© )
4.0,Male,Euro Dark Lager,905004248.0,24722,5.5,Sedm KulÃ­ (13% SpeciÃ¡lnÃ­ Pivo PolotmavÃ© )
5.0,Male,American IPA,1076681047.0,16692,6.3,Black Forest India Pale Ale
4.0,Male,American IPA,1549116247.0,16692,6.3,Black Forest India Pale Ale
3.5,Male,American IPA,1341414247.0,16692,6.3,Black Forest India Pale Ale
5.0,Male,American IPA,861980647.0,61936,7.0,Lost Sailor IPA
3.5,Male,American IPA,976975447.0,61936,7.0,Lost Sailor IPA
2.5,Male,American Adjunct Lager,1011535447.0,5481,5.5,Estrella Galicia
3.0,Male,American Adjunct Lager,2233407847.0,5481,5.5,Estrella Galicia
3.0,Male,American Adjunct Lager,944748247.0,5481,5.5,Estrella Galicia
3.0,Male,American Adjunct Lager,992703847.0,5481,5.5,Estrella Galicia
3.5,Male,American Adjunct Lager,1412345047.0,5481,5.5,Estrella Galicia
4.5,Male,American Adjunct Lager,1235833447.0,5481,5.5,Estrella Galicia
3.5,Male,American Adjunct Lager,1233410647.0,5481,5.5,Estrella Galicia
1.5,Male,American Adjunct Lager,1908457447.0,5481,5.5,Estrella Galicia
2.0,Male,American Adjunct Lager,2366546647.0,5481,5.5,Estrella Galicia
2.5,Male,American Adjunct Lager,1579529047.0,5481,5.5,Estrella Galicia
3.5,Male,American Adjunct Lager,1016118247.0,5481,5.5,Estrella Galicia
4.0,Male,American Adjunct Lager,1474639447.0,5481,5.5,Estrella Galicia
3.0,Male,American Adjunct Lager,1351346647.0,5481,5.5,Estrella Galicia
2.5,Male,American Adjunct Lager,935157847.0,5481,5.5,Estrella Galicia
2.0,Male,American Adjunct Lager,1223129047.0,5481,5.5,Estrella Galicia
3.0,Male,Bock,792252247.0,26352,6.5,1906 Reserva Especial
3.0,Male,Bock,820245847.0,26352,6.5,1906 Reserva Especial
3.5,Male,Bock,992703847.0,26352,6.5,1906 Reserva Especial
4.0,Male,Bock,1474639447.0,26352,6.5,1906 Reserva Especial
4.0,Male,American IPA,1028991847.0,28726,6.8,IPA
4.0,Male,American IPA,1374419048.0,28726,6.8,IPA
3.0,Male,American Porter,825087847.0,75963,5.7,Java Porter
4.0,Male,American Blonde Ale,1374419048.0,28727,4.0,Curly Tail Ale
3.5,Male,Scotch Ale / Wee Heavy,825087847.0,54995,10.0,Big Mother Strong Scottish Ale
4.0,Male,American Stout,1374419048.0,28730,6.2,Scout Stout
2.0,Male,Euro Pale Lager,1221487447.0,43514,4.8,Gedimino
4.0,Male,Euro Pale Lager,1022943847.0,43514,4.8,Gedimino
3.5,Male,Euro Pale Lager,1227967447.0,30273,5.0,Uosto Pale
